Gest;sent;name;value;pos;feats;num;anim;modifier
pgb-index-nocontact-simple-down;То есть PGB-index-contact-complex-down он говорит, что ему, наверное, товарищ PGE рассказал, что PGB-index-contact-simple-down она флиртовала PGE PGB-index-nocontact-simple-down каким-то парнем PGE, продающим газеты.;w2;парнем;NOUN;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;sg;Anim;Indef
pgb-index-nocontact-simple-down;Эм. PGB-index-nocontact-simple-down Этот больше похож не на брата, а на отца PGE PGB-index-contact-simple-down вот этого мальчика PGE.;w9;отца;NOUN;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;sg;anim;no
pgb-index-nocontact-simple-down;PGB-index-nocontact-simple-down Это женщина PGE?;w2;женщина;NOUN;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;sg;anim;no
pgb-index-nocontact-simple-down;Да, наверное, и PGB-index-contact-simple-down вот это этот мальчик PGE PGB-index-nocontact-simple-down с первой фотографии PGE, PGB-index-nocontact-simple-down это его папа с первой фотографии PGE, вот.;w3;папа;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;anim;no
pgb-index-nocontact-simple-down;PGB-index-nocontact-simple-down А, вот кто вызвал полицию PGE.;w5;полицию;NOUN;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;sg;Anim;no
pgb-index-nocontact-simple-down;Мне мне нравятся, PGB-index-nocontact-simple-down мне нравятся у старичка PGE штанишки.;w4;старичка;NOUN;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;sg;Anim;no
pgb-index-nocontact-simple-down;Ну он, короче, PGB-index-nocontact-simple-down дедушка PGE, дедушка ребенка в любом случае.;w1;дедушка;NOUN;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;sg;anim;no
pgb-index-nocontact-simple-down;PGB-index-contact-simple-down В ярости PGE PGB-index-contact-complex-down ты имеешь в виду PGE мужчина, PGB-index-nocontact-simple-down не дедушка PGE? PGB-index-nocontact-simple-down Да, да, да PGE.;w2;дедушка;NOUN;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;sg;anim;no
pgb-index-nocontact-simple-down;Вот, такое ощущение, что она PGB-index-nocontact-simple-down уронила ребенка PGE, если честно.;w2;ребенка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Anim;no
pgb-index-nocontact-simple-down;PGB-index-nocontact-simple-down не было бы ребенка PGE было бы вообще отлично.;w4;ребенка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Anim;no
pgb-index-nocontact-simple-down;PGB-index-nocontact-simple-down Ну тут уже сын есть PGE.;w4;сын;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;anim;no
pgb-index-nocontact-simple-vertical;Ребенок все понял. PGB-index-nocontact-simple-vertical Ребенок упал PGE.;w1;ребенок;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;anim;no
pgb-index-nocontact-simple-vertical;PGB-index-nocontact-simple-vertical Ребенок так вообще PGE забытый теперь.;w1;ребенок;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;anim;no
pgb-index-nocontact-simple-vertical;Да, или на пути. PGB-index-nocontact-simple-vertical Хотя тут он ребенком PGE.;w4;ребенком;NOUN;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;sg;anim;no
pgb-other-contact-complex-up;PGB-other-contact-complex-up Я так понимаю, это какие-то друзья PGE.;w6;друзья;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;anim;Indef
pgb-other-contact-simple-down;Правда это, не правда, не важно. PGB-other-nocontact-complex-up Но этот PGE PGB-other-contact-simple-down человек под влиянием PGE алкоголя.;w1;человек;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;anim;dem
pgb-other-contact-simple-down;PGB-other-contact-simple-down Это видимо тот самый парень PGE.;w5;парень;NOUN;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;sg;Anim;dem
pgb-other-nocontact-simple-down;PGB-other-nocontact-simple-down И тут вот дедушка PGE то PGB-index-contact-complex-down тоже самый такой PGE недовольный когда он пришел.;w4;дедушка;NOUN;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;sg;anim;dem
pgb-other-nocontact-simple-down;И PGB-other-nocontact-complex-down у них, похоже, какой-то PGE спор. PGB-other-nocontact-simple-down Потому что этот чувак PGE PGB-other-nocontact-complex-down явно недоволен PGE.;w4;чувак;NOUN;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;sg;Anim;dem
pgb-other-nocontact-simple-up;Не, я могу себе представить, что это действительно какое-нибудь место, PGB-other-nocontact-simple-up которое этот чувак PGE посещает.;w3;чувак;NOUN;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;sg;Anim;dem
pgb-other-nocontact-simple-up;PGB-other-nocontact-simple-up Парень PGE весьма печален.;w1;парень;NOUN;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;sg;anim;no
pgb-palm-contact-complex-vertical;Ты PGB-palm-contact-complex-vertical думаешь, его жена с ребенком стала бы PGE свидетельствовать против.;w5;ребенком;NOUN;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;sg;Anim;no
pgb-palm-contact-complex-vertical;Ты PGB-palm-contact-complex-vertical думаешь, его жена с ребенком стала бы PGE свидетельствовать против.;w3;жена;NOUN;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;sg;anim;pp
pgb-palm-contact-simple-down;PGB-index-contact-simple-down с какой-то женщиной PGE, с которой PGB-index-contact-complex-down они так дружелюбно общаются PGE.;w3;женщиной;NOUN;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;sg;Anim;Indef
pgb-palm-contact-simple-vertical;Слушай, ну PGB-palm-contact-simple-vertical сейчас пацан PGE.;w2;пацан;NOUN;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;sg;Anim;no
pgb-palm-nocontact-complex-down;Ну PGB-index-nocontact-complex-down брат PGE или что-нибудь такое, да, да, вполне.;w1;брат;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;anim;Indef
pgb-palm-nocontact-complex-down;И так понимаю, что он PGB-palm-nocontact-simple-down не доволен PGE вот этой PGB-palm-nocontact-complex-down вот этим общением PGE PGB-palm-nocontact-complex-down между мужчиной и женщиной PGE.;w2;мужчиной;NOUN;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;sg;Anim;no
pgb-palm-nocontact-complex-down;И так понимаю, что он PGB-palm-nocontact-simple-down не доволен PGE вот этой PGB-palm-nocontact-complex-down вот этим общением PGE PGB-palm-nocontact-complex-down между мужчиной и женщиной PGE.;w4;женщиной;NOUN;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;sg;Anim;no
pgb-palm-nocontact-complex-down;Ну короче, да, человек PGB-palm-nocontact-complex-down человек выходит из PGE из.;w1;человек;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;anim;no
pgb-palm-nocontact-complex-down;PGB-palm-nocontact-complex-down И ребенок PGE вместе ним то есть.;w2;ребенок;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;anim;no
pgb-palm-nocontact-complex-up;А PGB-palm-nocontact-complex-up мальчику хорошо PGE, PGB-palm-nocontact-complex-up там пальмы PGE.;w1;мальчику;NOUN;Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing;sg;anim;no
pgb-palm-nocontact-complex-vertical;Мы не знаем кто это. PGB-palm-contact-simple-vertical Да, в общем он пришел домой после PGE PGB-palm-contact-complex-vertical того как ему на пьянке рассказали PGE, PGB-palm-nocontact-complex-vertical что видели его жену PGE. PGB-palm-nocontact-complex-vertical Что она с кем-то общалась PGE. PGB-palm-contact-simple-vertical Очень дружелюбно.;w4;жену;NOUN;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;sg;Anim;pp
pgb-palm-nocontact-simple-down;Но да, вот избили девушку за то, что рассказал PGB-palm-nocontact-simple-down молодой человек PGE.;w2;человек;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;anim;no
pgb-palm-nocontact-simple-vertical;PGB-palm-nocontact-simple-vertical Найти себе девушку PGE, PGB-palm-nocontact-complex-vertical избить ее, в тюрьму сесть PGE.;w3;девушку;NOUN;Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing;sg;anim;no
pgb-palm-nocontact-simple-vertical;Либо PGB-palm-nocontact-simple-vertical это его друг PGE, PGB-index-contact-complex-down который рассказывает этому PGE парню о том, что PGB-index-contact-simple-down он видел его девушку PGE флиртующей PGB-index-contact-complex-down с другими PGE. PGB-other-nocontact-simple-down И он PGE весь такой, ярость, ярость.;w3;друг;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;anim;pp
pgb-index-contact-complex-down;PGB-index-contact-simple-down Он может, PGE ну, PGB-index-contact-complex-down как бомж слегка PGE.;w2;бомж;NOUN;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;sg;anim;no
pgb-index-contact-simple-down;"""Надо выпить."" PGB-index-contact-simple-vertical А погоди PGE! PGB-index-contact-simple-down Это же вот этот парень PGE, наверное.";w5;парень;NOUN;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;sg;anim;Dem
pgb-index-contact-complex-down;PGB-index-contact-simple-down После вот этой картинки оно совсем пропало PGE.;w4;картинки;NOUN;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;pl;Material;dem
pgb-index-contact-complex-down;PGB-index-contact-complex-down Какие-то бумаги, газеты PGE, что нибудь, продавец газет.;w3;газеты;NOUN;Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur;pl;Material;Indef
pgb-index-contact-complex-down;PGB-index-contact-complex-down Хотя нет, тут валяются уже бутылки PGE, то есть они.;w6;бутылки;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;pl;Material;no
pgb-index-contact-complex-down;Как бы, PGB-palm-contact-simple-up непонятно PGE что PGB-index-contact-simple-down все в шлепках PGE!;w3;шлепках;NOUN;Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur;pl;Material;no
pgb-index-contact-complex-down;Ну смотри не, PGB-index-contact-complex-down из камеры свет то светит PGE.;w2;камеры;NOUN;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;pl;Material;no
pgb-index-contact-complex-up;Да, PGB-index-contact-complex-up глаза опять же PGE такие типа, почти со слезами.;w1;глаза;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;pl;Material;no
pgb-index-contact-complex-down;Так, PGB-index-contact-simple-down и шорты те же PGE.;w2;шорты;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;pl;Material;dem
pgb-index-contact-complex-down;То есть PGE PGB-index-contact-simple-down и PGE PGB-index-contact-complex-down собственно вопрос в том, что PGE, похоже, PGB-index-contact-simple-down ему выдают эти вещи сейчас PGE.;w4;вещи;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;pl;Material;dem
pgb-index-contact-complex-down;PGB-index-contact-simple-down Вот у него в руках PGE фляжка.;w5;руках;NOUN;Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur;pl;Material;no
pgb-index-contact-simple-up;Ну слушай, если PGB-index-contact-simple-up есть деньги на обувь PGE, то уже неплохо живут.;w2;деньги;NOUN;Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur;pl;Material;no
pgb-index-nocontact-complex-down;Да, этими, PGB-index-nocontact-complex-down пальмами PGE на фоне.;w1;пальмами;NOUN;Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur;pl;Material;dem
pgb-index-nocontact-complex-vertical;PGB-index-nocontact-simple-vertical Глаза PGE вот так вот, брови.;w1;глаза;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;Pl;Material;dem
pgb-index-nocontact-simple-down;Ну да, ну вот PGB-index-nocontact-simple-down сжаты ж зубы PGE, типа страх.;w3;зубы;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;pl;Material;no
pgb-index-nocontact-complex-down;Да, наверное, и PGB-index-contact-simple-down вот это этот мальчик PGE PGB-index-nocontact-simple-down с первой фотографии PGE, PGB-index-nocontact-simple-down это его папа с первой фотографии PGE, вот.;w3;фотографии;NOUN;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;pl;Material;Other
pgb-index-nocontact-simple-vertical;Ну PGB-index-nocontact-simple-vertical вот тыквы PGE собирают.;w2;тыквы;NOUN;Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur;pl;Material;dem
pgb-palm-nocontact-complex-up;А PGB-palm-nocontact-complex-up мальчику хорошо PGE, PGB-palm-nocontact-complex-up там пальмы PGE.;w2;пальмы;NOUN;Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur;pl;Material;no
pgb-index-contact-simple-down;PGB-index-contact-complex-down Вот, вот тюряжка PGE.;w3;тюряжка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;dem
pgb-index-contact-simple-down;Мне показалось, PGB-index-contact-complex-down что это типа хвостик такой PGE, а PGB-index-contact-simple-down не колено PGE.;w4;хвостик;NOUN;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;sg;Material;dem
pgb-index-contact-simple-down;Мне нравится, как они сидят, они не в полицейском отделении, а PGB-index-contact-complex-down как будто бы, знаешь, на пляжном баре PGE.;w7;баре;NOUN;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;sg;Material;Indef
pgb-index-contact-complex-down;А, PGB-index-contact-complex-down здесь еще алкоголь присутствует PGE.;w3;алкоголь;NOUN;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;sg;Material;no
pgb-index-contact-complex-down;PGB-index-contact-complex-down Вот они идут по улице PGE.;w5;улице;NOUN;Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-contact-complex-down;Ну во-первых, как бы, PGB-index-contact-complex-down смешно было бы в тюрьму PGE в шлепках пойти.;w5;тюрьму;NOUN;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-contact-simple-down;Слушай, да, PGB-index-contact-complex-down да, слушай, рубашка PGE PGB-index-contact-complex-down тут точно такая же.;w3;рубашка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-contact-complex-down;Да, то есть, ты посмотри PGE, PGB-index-contact-complex-down рубашка PGE PGB-index-contact-complex-down такая же PGE, в линейку.;w1;рубашка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-contact-complex-vertical;PGB-index-contact-simple-vertical Ну вообще, колючая PGE проволока, PGB-index-contact-complex-vertical решетка PGE, как в тюрьме.;w1;решетка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-contact-simple-down;PGB-index-contact-simple-dow Он отказывается от алкоголя PGE.;w4;алкоголя;NOUN;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;sg;Material;no
pgb-index-contact-simple-down;Вот, PGB-index-contact-simple-down вот да, котомка у него PGE за плечами.;w3;котомка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;dem
pgb-index-contact-simple-down;PGB-index-contact-simple-down Ну слушай, интересно, это картинка такая хреновая, или он ему реально глаз че-то сделал PGE.;w5;картинка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;dem
pgb-index-contact-simple-down;PGB-index-contact-simple-down И это этот парень PGE который, PGB-index-contact-simple-down наверное, в тюрьму и попал PGE за то, что PGB-iindex-contact-complex-down он избил ее PGE.;w3;тюрьму;NOUN;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-contact-simple-down;PGB-index-contact-simple-down я думаю, что в тюрьме они, наверное, все таки выдают PGE, эм, обувь.;w5;тюрьме;NOUN;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;sg;Material;no
pgb-index-contact-simple-down;PGB-index-contact-complex-down Футболка одна и та же, а прическа нет PGE.;w1;футболка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-contact-simple-down;PGB-index-contact-complex-down Футболка одна и та же, а прическа нет PGE.;w7;прическа;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-contact-simple-down;На самом деле, на самом деле, PGB-other-contact-simple-up мне кажется, что это он сидит PGE вот здесь вот, где там этот допрос был, PGB-index-contact-simple-down вот здесь PGE еще, и думает, что PGB-index-contact-simple-down с ним будет в тюрьме PGE.;w5;тюрьме;NOUN;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;sg;Material;no
pgb-index-contact-simple-down;И, типа PGE, это его те же товарищи, PGB-index-contact-simple-down которые все так же не лавочке PGE.;w6;лавочке;NOUN;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-contact-simple-down;PGB-index-contact-simple-down Ну слушай, интересно, это картинка такая хреновая, или он ему реально глаз че-то сделал PGE.;w12;глаз;NOUN;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;sg;Material;no
pgb-index-contact-simple-down;А PGB-index-contact-simple-down вот у него хвостик PGE, у него хвостик.;w4;хвостик;NOUN;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;sg;Material;pp
pgb-index-contact-simple-up;PGB-index-nocontact-complex-vertical И одежда у него PGE такая же PGB-index-contact-simple-up как и на той картинке PGE.;w5;картинке;NOUN;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;sg;Material;dem
pgb-index-contact-simple-up;Ну слушай, если PGB-index-contact-simple-up есть деньги на обувь PGE, то уже неплохо живут.;w4;обувь;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-contact-simple-vertical;PGB-index-contact-simple-vertical Видишь, уже бороду отрастил PGE.;w3;бороду;NOUN;Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing;sg;Material;No
pgb-index-contact-simple-vertical;PGB-index-contact-simple-vertical Надо было PGE PGB-index-contact-simple-vertical его палкой по голове PGE.;w4;голове;NOUN;Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-nocontact-complex-down;Ну то есть PGB-index-nocontact-complex-down вот песочек PGE, PGB-index-nocontact-complex-down да, и вот эта вот стойка PGE, пальмовая крыша и неплохо так все таки у них.;w2;песочек;NOUN;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;sg;Material;dem
pgb-index-nocontact-complex-down;Ну то есть PGB-index-nocontact-complex-down вот песочек PGE, PGB-index-nocontact-complex-down да, и вот эта вот стойка PGE, пальмовая крыша и неплохо так все таки у них.;w6;стойка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;dem
pgb-index-nocontact-complex-down;Вот, и он вот, PGB-index-nocontact-complex-down под влиянием алкоголя PGE.;w3;алкоголя;NOUN;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;sg;Material;no
pgb-index-nocontact-complex-down;PGB-index-nocontact-complex-down фляжка разбилась PGE.;w1;фляжка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-nocontact-complex-down;PGB-index-nocontact-complex-down А жена не сделала PGE, PGB-index-nocontact-complex-down поэтому когда он вышел PGE, PGB-index-nocontact-complex-down он пошел напрямую ей морду PGE бить.;w5;морду;NOUN;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-nocontact-complex-down;Как-то это PGB-index-nocontact-complex-down мы можем в единую нормальную картинку PGE сделать?;w6;картинку;NOUN;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;sg;Material;Other
pgb-index-nocontact-complex-up;Ну PGB-index-nocontact-complex-up слушай, судя по всему это стойки PGE, стойки этими, фруктами.;w6;стойки;NOUN;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;sg;Material;dem
pgb-index-nocontact-complex-vertical;PGB-index-nocontact-complex-vertical И одежда у него PGE такая же PGB-index-contact-simple-up как и на той картинке PGE.;w2;одежда;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;no
pgb-index-nocontact-simple-down;PGB-index-nocontact-simple-down Зато хлебушек есть PGE.;w2;хлебушек;NOUN;Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur;sg;Material;no
pgb-index-nocontact-simple-down;И что PGB-index-nocontact-simple-down в тюрьме его будет избивать PGE полицейский.;w2;тюрьме;NOUN;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;sg;Material;no
pgb-index-nocontact-simple-down;Да, наверное, и PGB-index-contact-simple-down вот это этот мальчик PGE PGB-index-nocontact-simple-down с первой фотографии PGE, PGB-index-nocontact-simple-down это его папа с первой фотографии PGE, вот.;w6;фотографии;NOUN;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;sg;Material;Other
pgb-index-nocontact-simple-down;PGB-index-nocontact-simple-down А это тот самый дед с первой картинки PGE.;w8;картинки;NOUN;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;sg;Material;other
pgb-index-nocontact-simple-vertical;И, собственно, покрышка есть. я говорю, PGB-index-nocontact-complex-down у него больше, чем у меня PGE PGB-index-nocontact-simple-down было, пока PGE PGB-index-nocontact-simple-vertical в общежитии тут PGE жил.;w2;общежитии;NOUN;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;sg;Material;no
pgb-other-contact-simple-up;Эм, ну PGB-other-contact-simple-up тут понятно, что он недоволен, потому что у него рука PGE в кулак сжата.;w10;рука;NOUN;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;sg;Material;pp
pgb-other-contact-simple-vertical;Да, тут PGB-other-contact-simple-vertical такой второй подбородок PGE явно уже намечается.;w3;подбородок;NOUN;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;sg;Material;dem
pgb-other-nocontact-complex-vertical;Но как бы PGB-other-nocontact-complex-vertical у него нет ни злость на лице PGE, а какой-то типа.;w7;лице;NOUN;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;sg;Material;no
pgb-other-nocontact-simple-down;И вот томно улыбался бы, если PGB-other-nocontact-simple-down бы мне выдавали бы одежду PGE.;w5;одежду;NOUN;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;sg;Material;no
pgb-palm-contact-complex-down;Ну понятно, да, подобрали PGE. PGB-palm-contact-complex-down И он отсидел в обезъяннике PGE ночь.;w5;обезъяннике;NOUN;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;sg;Material;no
pgb-palm-contact-complex-down;Потом они PGB-palm-contact-complex-down связались посольством PGE, да, все хорошо.;w2;посольством;NOUN;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;sg;Material;no
pgb-palm-contact-simple-down;Это PGB-index-contact-simple-down какая-то лавка PGE.;w2;лавка;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;indef
pgb-palm-contact-simple-down;Что это PGE если PGB-palm-contact-simple-down он вышел из тюрьмы PGE. PGB-other-contact-simple-down А это он отсидел PGE.;w4;тюрьмы;NOUN;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;sg;Material;no
pgb-palm-contact-simple-up;PGB-index-contact-simple-down Ну PGE, у него PGB-palm-contact-simple-up есть еда PGE.;w2;еда;NOUN;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;sg;Material;No
pgb-palm-nocontact-complex-vertical;PGB-palm-nocontact-simple-vertical Найти себе девушку PGE, PGB-palm-nocontact-complex-vertical избить ее, в тюрьму сесть PGE.;w4;тюрьму;NOUN;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;sg;Material;no
pgb-palm-nocontact-simple-down;То есть, жена должна была его вытащить PGB-palm-nocontact-simple-down из тюрьмы PGE каким-то образом.;w2;тюрьмы;NOUN;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;sg;Material;no
